from_shape,to_shape,count,p_to_given_from,p_to_background,lift,null_mean,null_sd,z,empirical_p,empirical_p_tail,p_value_scope,book,level,shape_field,transition_accent_mode
P5-6_A4_C0,P<=4_A6-7_C0,6,0.02158273,0.00539506,4.00046414,1.448,1.18529138,3.840406,0.00796813,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P7-9_A5_C0,P<=4_A5_C0,6,0.18181818,0.05429864,3.34848485,1.6,1.24829201,3.524816,0.01195219,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P13-15_A8+_C0,3,0.00315126,0.00069614,4.52678571,0.648,0.75256989,3.125291,0.01992032,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P7-9_A8+_C0,P7-9_A6-7_C0,5,0.07936508,0.02471284,3.21149117,1.476,1.17599142,2.99662,0.01992032,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P5-6_A6-7_C0,P<=4_A0-1_C0,32,0.10457516,0.0673512,1.55268447,19.708,4.10293459,2.995904,0.00796813,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A4_C0,236,0.24789916,0.21249565,1.16660817,203.184,11.55804906,2.839233,0.00796813,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P<=4_A6-7_C0,P<=4_A0-1_C0,6,0.19354839,0.0673512,2.87371843,2.156,1.44360659,2.662775,0.01992032,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P5-6_A6-7_C0,P<=4_A2_C0,68,0.22222222,0.16568047,1.34126984,51.036,6.43867456,2.634704,0.00796813,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P7-9_A8+_C0,P5-6_A4_C0,7,0.11111111,0.04838148,2.29656275,3.024,1.55470009,2.557406,0.02390438,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P5-6_A3_C0,P7-9_A6-7_C0,4,0.07272727,0.02471284,2.94289373,1.28,1.08734968,2.501495,0.03187251,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A4_C0,359,0.2355643,0.21249565,1.1085606,324.064,14.6606837,2.382972,0.01992032,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P<=4_A5_C0,P5-6_A5_C0,30,0.09615385,0.0673512,1.42764858,20.804,3.91854616,2.346789,0.02390438,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P5-6_A3_C0,16,0.01680672,0.00957188,1.75584416,9.368,2.93308506,2.2611,0.02390438,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P<=4_A5_C0,23,0.08273381,0.05429864,1.52368106,14.692,3.6959133,2.247888,0.02390438,upper,screening_selected_transition,genesis,minor,transition_bucket_shape,taam_events
