taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,1466,0.07639396,1466,1466,18,3,3.42878765,0.82226602,1.22616287,0.77362264,merkha,0.20190996,tipeha,0.55115962,genesis,control_exclude_external,full
darga,253,0.01318395,253,253,4,11,0.82153931,0.41076965,2.81671823,0.81421417,tevir,0.83794466,meteg,0.34387352,genesis,control_exclude_external,full
geresh,244,0.01271496,244,244,8,7,2.43192275,0.81064092,0.96677443,0.344372,revia,0.34016393,qadma,0.81967213,genesis,control_exclude_external,full
gershayim,113,0.00588848,113,113,7,8,2.16593612,0.77152201,2.02811207,0.67603736,mahapakh,0.38053097,meteg,0.53097345,genesis,control_exclude_external,full
mahapakh,796,0.04147994,796,796,3,12,0.52647614,0.33216946,2.82502895,0.7880219,pashta,0.88693467,meteg,0.29396985,genesis,control_exclude_external,full
merkha,2408,0.12548202,2408,2408,6,12,1.29535892,0.50111323,2.59628116,0.72421431,tipeha,0.61171096,tipeha,0.26162791,genesis,control_exclude_external,full
merkha_kefula,1,5.211e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,genesis,control_exclude_external,full
meteg,2695,0.14043773,2694,2695,23,20,3.80727449,0.8416541,2.81593193,0.6515453,munah,0.13994061,tipeha,0.34768089,genesis,control_exclude_external,full
munah,2402,0.12516936,2402,2402,17,18,2.20112506,0.53850644,2.85634856,0.68498799,zaqef_qatan,0.48251457,pashta,0.305995,genesis,control_exclude_external,full
pashta,1701,0.08863992,1701,1701,10,11,1.83596574,0.55268076,2.34902739,0.67902119,munah,0.43209877,mahapakh,0.41504997,genesis,control_exclude_external,full
pazer,29,0.0015112,29,29,5,4,2.02904651,0.87386277,1.52672983,0.76336492,telisha_qetana,0.4137931,meteg,0.5862069,genesis,control_exclude_external,full
qadma,457,0.02381449,457,457,7,14,2.19995064,0.78363823,2.62840072,0.69034823,geresh,0.43763676,meteg,0.36105033,genesis,control_exclude_external,full
revia,610,0.03178739,610,610,14,10,2.93050855,0.76969671,2.02096491,0.60837106,pashta,0.30655738,munah,0.51147541,genesis,control_exclude_external,full
segol,72,0.00375195,72,72,13,4,3.00355154,0.81167422,1.47224427,0.73612213,munah,0.25,munah,0.5,genesis,control_exclude_external,full
shalshelet,3,0.00015633,3,3,3,1,1.5849625,1.0,-0.0,0.0,qadma,0.33333333,meteg,1.0,genesis,control_exclude_external,full
telisha_gedola,52,0.00270974,52,52,7,8,2.15015009,0.76589892,2.21956625,0.73985542,qadma,0.5,meteg,0.5,genesis,control_exclude_external,full
telisha_qetana,93,0.00484627,93,93,2,8,0.08574268,0.08574268,2.39388143,0.79796048,qadma,0.98924731,meteg,0.41935484,genesis,control_exclude_external,full
tevir,623,0.03246483,623,623,4,8,1.18021801,0.590109,2.42784708,0.80928236,merkha,0.60674157,darga,0.34028892,genesis,control_exclude_external,full
tipeha,2970,0.15476811,2970,2969,6,9,1.98238833,0.76689249,1.98790357,0.62711375,meteg,0.31548822,merkha,0.49612664,genesis,control_exclude_external,full
yetiv,79,0.00411673,79,79,4,6,0.80910404,0.40455202,2.11915903,0.81980262,munah,0.84810127,revia,0.35443038,genesis,control_exclude_external,full
zaqef_gadol,176,0.00917144,176,176,11,5,2.13523448,0.61722118,1.72296663,0.74204134,merkha,0.49431818,zaqef_qatan,0.34090909,genesis,control_exclude_external,full
zaqef_qatan,1874,0.09765503,1874,1874,16,8,2.52334282,0.6308357,1.3510027,0.45033423,tipeha,0.38367129,munah,0.61846318,genesis,control_exclude_external,full
zarqa,2,0.00010422,2,2,1,1,-0.0,0.0,-0.0,0.0,segol,1.0,meteg,1.0,genesis,control_exclude_external,full
zinor,71,0.00369984,71,71,3,4,1.28162284,0.80861398,1.29457585,0.64728792,munah,0.53521127,munah,0.66197183,genesis,control_exclude_external,full
