current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
merkha,tipeha,1473,371.712,16.44121904,78,66.983354,True,0.00199601,0,500,genesis,control_exclude_external,full
munah,zaqef_qatan,1159,234.414,13.0088071,63,71.07385,True,0.00199601,0,500,genesis,control_exclude_external,full
tipeha,meteg,937,418.378,16.91541837,81,30.659721,True,0.00199601,0,500,genesis,control_exclude_external,full
tipeha,atnah,808,226.344,12.80662654,66,45.418362,True,0.00199601,0,500,genesis,control_exclude_external,full
merkha,meteg,748,338.226,16.60235527,80,24.681679,True,0.00199601,0,500,genesis,control_exclude_external,full
pashta,munah,735,212.686,13.36745232,66,39.073564,True,0.00199601,0,500,genesis,control_exclude_external,full
zaqef_qatan,tipeha,719,290.442,14.2322081,71,30.111842,True,0.00199601,0,500,genesis,control_exclude_external,full
mahapakh,pashta,706,70.986,7.59929619,40,83.562212,True,0.00199601,0,500,genesis,control_exclude_external,full
tipeha,merkha,630,372.454,16.72672864,81,15.397273,True,0.00199601,0,500,genesis,control_exclude_external,full
tipeha,munah,593,371.534,15.91437648,75,13.916097,True,0.00199601,0,500,genesis,control_exclude_external,full
munah,atnah,581,183.63,11.62442922,60,34.184044,True,0.00199601,0,500,genesis,control_exclude_external,full
zaqef_qatan,merkha,579,234.7,13.59999705,67,25.316182,True,0.00199601,0,500,genesis,control_exclude_external,full
pashta,zaqef_qatan,551,165.518,11.39180506,60,33.838536,True,0.00199601,0,500,genesis,control_exclude_external,full
tevir,merkha,378,78.164,8.23874127,45,36.393423,True,0.00199601,0,500,genesis,control_exclude_external,full
munah,revia,312,75.922,8.09313992,45,29.170137,True,0.00199601,0,500,genesis,control_exclude_external,full
pashta,pashta,297,151.066,11.10695155,58,13.138979,True,0.00199601,0,500,genesis,control_exclude_external,full
atnah,merkha,296,183.648,12.2146835,66,9.19811,True,0.00199601,0,500,genesis,control_exclude_external,full
meteg,pashta,289,238.732,13.97608091,70,3.596716,True,0.00199601,0,500,genesis,control_exclude_external,full
