taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,merkha,330,0.22510232,genesis,control_exclude_meteg,core_projected
atnah,2,munah,260,0.17735334,genesis,control_exclude_meteg,core_projected
atnah,3,tipeha,231,0.15757162,genesis,control_exclude_meteg,core_projected
atnah,4,mahapakh,153,0.10436562,genesis,control_exclude_meteg,core_projected
atnah,5,pashta,145,0.09890859,genesis,control_exclude_meteg,core_projected
atnah,6,qadma,80,0.05457026,genesis,control_exclude_meteg,core_projected
atnah,7,revia,63,0.04297408,genesis,control_exclude_meteg,core_projected
atnah,8,zaqef_gadol,55,0.03751705,genesis,control_exclude_meteg,core_projected
atnah,9,tevir,52,0.03547067,genesis,control_exclude_meteg,core_projected
atnah,10,darga,39,0.026603,genesis,control_exclude_meteg,core_projected
darga,1,tevir,225,0.88932806,genesis,control_exclude_meteg,core_projected
darga,2,munah,18,0.07114625,genesis,control_exclude_meteg,core_projected
darga,3,paseq,9,0.03557312,genesis,control_exclude_meteg,core_projected
darga,4,tipeha,1,0.00395257,genesis,control_exclude_meteg,core_projected
geresh,1,revia,91,0.37295082,genesis,control_exclude_meteg,core_projected
geresh,2,munah,66,0.2704918,genesis,control_exclude_meteg,core_projected
geresh,3,mahapakh,49,0.20081967,genesis,control_exclude_meteg,core_projected
geresh,4,darga,22,0.09016393,genesis,control_exclude_meteg,core_projected
geresh,5,merkha,9,0.03688525,genesis,control_exclude_meteg,core_projected
geresh,6,qadma,7,0.02868852,genesis,control_exclude_meteg,core_projected
mahapakh,1,pashta,789,0.99120603,genesis,control_exclude_meteg,core_projected
mahapakh,2,paseq,5,0.00628141,genesis,control_exclude_meteg,core_projected
mahapakh,3,zaqef_qatan,2,0.00251256,genesis,control_exclude_meteg,core_projected
merkha,1,tipeha,1576,0.65448505,genesis,control_exclude_meteg,core_projected
merkha,2,sof_pasuq,643,0.26702658,genesis,control_exclude_meteg,core_projected
merkha,3,tevir,160,0.06644518,genesis,control_exclude_meteg,core_projected
merkha,4,pashta,25,0.01038206,genesis,control_exclude_meteg,core_projected
merkha,5,paseq,3,0.00124585,genesis,control_exclude_meteg,core_projected
merkha,6,munah,1,0.00041528,genesis,control_exclude_meteg,core_projected
munah,1,zaqef_qatan,1216,0.5062448,genesis,control_exclude_meteg,core_projected
munah,2,atnah,592,0.24646128,genesis,control_exclude_meteg,core_projected
munah,3,revia,343,0.14279767,genesis,control_exclude_meteg,core_projected
munah,4,munah,73,0.03039134,genesis,control_exclude_meteg,core_projected
munah,5,paseq,72,0.02997502,genesis,control_exclude_meteg,core_projected
munah,6,mahapakh,39,0.01623647,genesis,control_exclude_meteg,core_projected
munah,7,qadma,18,0.00749376,genesis,control_exclude_meteg,core_projected
