source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1576,0.65448505,0.53081846,645,931,2.44341085,394.642968,3.993483,genesis,control_exclude_meteg,full
munah,zaqef_qatan,1216,0.5062448,0.6488794,116,1100,10.48275862,248.473614,4.89388,genesis,control_exclude_meteg,full
tipeha,sof_pasuq,865,0.29124579,0.56535948,115,750,7.52173913,250.833517,3.448502,genesis,control_exclude_meteg,full
tipeha,atnah,860,0.28956229,0.58663029,231,629,3.72294372,240.341135,3.578247,genesis,control_exclude_meteg,full
mahapakh,pashta,789,0.99120603,0.4638448,15,774,52.6,74.74034,10.556548,genesis,control_exclude_meteg,full
zaqef_qatan,tipeha,766,0.40875133,0.25799933,0,766,inf,307.126628,2.494085,genesis,control_exclude_meteg,full
pashta,munah,763,0.44855967,0.31765196,0,763,inf,225.535549,3.383059,genesis,control_exclude_meteg,full
tipeha,merkha,645,0.21717172,0.26785714,1576,-931,0.40926396,394.775889,1.633838,genesis,control_exclude_meteg,full
merkha,sof_pasuq,643,0.26702658,0.42026144,224,419,2.87053571,203.369397,3.161734,genesis,control_exclude_meteg,full
zaqef_qatan,merkha,638,0.34044824,0.26495017,0,638,inf,249.094281,2.561279,genesis,control_exclude_meteg,full
pashta,zaqef_qatan,610,0.35861258,0.32550694,77,533,7.92207792,175.959042,3.466716,genesis,control_exclude_meteg,full
tipeha,munah,598,0.2013468,0.2489592,1,597,598.0,393.792228,1.518567,genesis,control_exclude_meteg,full
munah,atnah,592,0.24646128,0.40381992,234,358,2.52991453,194.376904,3.045629,genesis,control_exclude_meteg,full
tevir,merkha,395,0.63402889,0.16403654,160,235,2.46875,82.809892,4.769962,genesis,control_exclude_meteg,full
atnah,merkha,329,0.22442019,0.13662791,0,329,inf,194.862442,1.688371,genesis,control_exclude_meteg,full
munah,revia,327,0.13613655,0.53606557,25,302,13.08,80.879885,4.043032,genesis,control_exclude_meteg,full
sof_pasuq,munah,308,0.20143885,0.12822648,0,308,inf,202.730073,1.519262,genesis,control_exclude_meteg,full
pashta,pashta,302,0.17754262,0.17754262,302,0,1.0,159.715224,1.890865,genesis,control_exclude_meteg,full
atnah,munah,234,0.15961801,0.09741882,592,-358,0.39527027,194.376904,1.203847,genesis,control_exclude_meteg,full
atnah,tipeha,231,0.15757162,0.07780397,860,-629,0.26860465,240.260212,0.961458,genesis,control_exclude_meteg,full
tevir,tipeha,226,0.36276083,0.07611991,0,226,inf,102.102396,2.213464,genesis,control_exclude_meteg,full
darga,tevir,225,0.88932806,0.3611557,0,225,inf,8.700541,25.860461,genesis,control_exclude_meteg,full
sof_pasuq,merkha,224,0.14650098,0.09302326,643,-419,0.34836703,203.236476,1.102164,genesis,control_exclude_meteg,full
revia,pashta,222,0.36393443,0.13051146,2,220,111.0,57.275889,3.875977,genesis,control_exclude_meteg,full
qadma,geresh,216,0.4726477,0.8852459,7,209,30.85714286,6.155222,35.092155,genesis,control_exclude_meteg,full
sof_pasuq,mahapakh,186,0.12164814,0.23366834,0,186,inf,67.182822,2.768565,genesis,control_exclude_meteg,full
merkha,tevir,160,0.06644518,0.25682183,395,-235,0.40506329,82.809892,1.932136,genesis,control_exclude_meteg,full
sof_pasuq,qadma,155,0.10137345,0.33916849,0,155,inf,38.571042,4.018559,genesis,control_exclude_meteg,full
revia,mahapakh,155,0.25409836,0.19472362,0,155,inf,26.802826,5.782972,genesis,control_exclude_meteg,full
atnah,pashta,145,0.09890859,0.08524397,0,145,inf,137.649923,1.053397,genesis,control_exclude_meteg,full
atnah,mahapakh,137,0.09345157,0.17211055,0,137,inf,64.414661,2.126845,genesis,control_exclude_meteg,full
qadma,mahapakh,126,0.27571116,0.15829146,0,126,inf,20.08015,6.274853,genesis,control_exclude_meteg,full
sof_pasuq,pashta,125,0.08175278,0.07348618,0,125,inf,143.565301,0.870684,genesis,control_exclude_meteg,full
zaqef_qatan,munah,116,0.06189968,0.04829309,1216,-1100,0.09539474,248.473614,0.46685,genesis,control_exclude_meteg,full
sof_pasuq,tipeha,115,0.07521256,0.03873358,865,-750,0.13294798,250.585173,0.458926,genesis,control_exclude_meteg,full
zaqef_gadol,merkha,97,0.55113636,0.04028239,0,97,inf,23.394127,4.14634,genesis,control_exclude_meteg,full
telisha_qetana,qadma,92,0.98924731,0.20131291,0,92,inf,2.346048,39.214889,genesis,control_exclude_meteg,full
geresh,revia,91,0.37295082,0.14918033,1,90,91.0,8.215942,11.076028,genesis,control_exclude_meteg,full
sof_pasuq,revia,90,0.058862,0.14754098,0,90,inf,51.484323,1.748105,genesis,control_exclude_meteg,full
zaqef_qatan,tevir,85,0.04535752,0.1364366,0,85,inf,64.445904,1.318936,genesis,control_exclude_meteg,full
zaqef_qatan,pashta,77,0.04108858,0.04526749,610,-533,0.12622951,175.959042,0.437602,genesis,control_exclude_meteg,full
atnah,qadma,74,0.05047749,0.1619256,0,74,inf,36.981784,2.000985,genesis,control_exclude_meteg,full
sof_pasuq,darga,73,0.04774362,0.28853755,0,73,inf,21.353334,3.41867,genesis,control_exclude_meteg,full
