cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,621,0.53953084,numbers,main,full
atnah,2,munah,484,0.42050391,numbers,main,full
atnah,3,meteg,45,0.03909644,numbers,main,full
paseq,1,munah,68,0.85,numbers,main,full
paseq,2,merkha,6,0.075,numbers,main,full
revia,1,munah,237,0.47686117,numbers,main,full
revia,2,geresh,61,0.12273642,numbers,main,full
revia,3,sof_pasuq,52,0.10462777,numbers,main,full
revia,4,meteg,47,0.0945674,numbers,main,full
revia,5,atnah,45,0.09054326,numbers,main,full
revia,6,paseq,16,0.03219316,numbers,main,full
revia,7,segol,15,0.03018109,numbers,main,full
revia,8,gershayim,15,0.03018109,numbers,main,full
revia,9,zaqef_qatan,9,0.01810865,numbers,main,full
sof_pasuq,1,meteg,1283,0.99922118,numbers,main,full
zaqef_gadol,1,zaqef_qatan,45,0.35714286,numbers,main,full
zaqef_gadol,2,atnah,43,0.34126984,numbers,main,full
zaqef_gadol,3,sof_pasuq,34,0.26984127,numbers,main,full
zaqef_qatan,1,munah,756,0.55711127,numbers,main,full
zaqef_qatan,2,pashta,421,0.31024318,numbers,main,full
zaqef_qatan,3,meteg,125,0.09211496,numbers,main,full
zaqef_qatan,4,qadma,31,0.02284451,numbers,main,full
zaqef_qatan,5,yetiv,7,0.00515844,numbers,main,full
zaqef_qatan,6,atnah,7,0.00515844,numbers,main,full
zaqef_qatan,7,sof_pasuq,6,0.00442152,numbers,main,full
