taam,rank,predecessor,count,prob,book,run_label,stream_type
atnah,1,tipeha,808,0.55115962,genesis,control_exclude_external,full
atnah,2,munah,581,0.39631651,genesis,control_exclude_external,full
atnah,3,meteg,77,0.05252387,genesis,control_exclude_external,full
darga,1,meteg,87,0.34387352,genesis,control_exclude_external,full
darga,2,qadma,44,0.17391304,genesis,control_exclude_external,full
darga,3,atnah,27,0.10671937,genesis,control_exclude_external,full
darga,4,zaqef_qatan,22,0.08695652,genesis,control_exclude_external,full
darga,5,gershayim,19,0.07509881,genesis,control_exclude_external,full
darga,6,geresh,18,0.07114625,genesis,control_exclude_external,full
darga,7,revia,16,0.06324111,genesis,control_exclude_external,full
darga,8,munah,14,0.05533597,genesis,control_exclude_external,full
darga,9,telisha_gedola,3,0.01185771,genesis,control_exclude_external,full
darga,10,zaqef_gadol,2,0.00790514,genesis,control_exclude_external,full
geresh,1,qadma,200,0.81967213,genesis,control_exclude_external,full
geresh,2,meteg,27,0.11065574,genesis,control_exclude_external,full
geresh,3,atnah,11,0.04508197,genesis,control_exclude_external,full
geresh,4,telisha_gedola,2,0.00819672,genesis,control_exclude_external,full
geresh,5,segol,2,0.00819672,genesis,control_exclude_external,full
geresh,6,munah,1,0.00409836,genesis,control_exclude_external,full
geresh,7,revia,1,0.00409836,genesis,control_exclude_external,full
gershayim,1,meteg,60,0.53097345,genesis,control_exclude_external,full
gershayim,2,atnah,25,0.22123894,genesis,control_exclude_external,full
gershayim,3,revia,10,0.08849558,genesis,control_exclude_external,full
gershayim,4,munah,6,0.05309735,genesis,control_exclude_external,full
gershayim,5,telisha_gedola,6,0.05309735,genesis,control_exclude_external,full
gershayim,6,zaqef_qatan,3,0.02654867,genesis,control_exclude_external,full
gershayim,7,segol,2,0.01769912,genesis,control_exclude_external,full
gershayim,8,pazer,1,0.00884956,genesis,control_exclude_external,full
mahapakh,1,meteg,234,0.29396985,genesis,control_exclude_external,full
mahapakh,2,revia,141,0.17713568,genesis,control_exclude_external,full
mahapakh,3,atnah,124,0.15577889,genesis,control_exclude_external,full
mahapakh,4,qadma,121,0.15201005,genesis,control_exclude_external,full
mahapakh,5,geresh,43,0.0540201,genesis,control_exclude_external,full
mahapakh,6,gershayim,43,0.0540201,genesis,control_exclude_external,full
mahapakh,7,zaqef_qatan,39,0.04899497,genesis,control_exclude_external,full
mahapakh,8,munah,24,0.03015075,genesis,control_exclude_external,full
mahapakh,9,pashta,14,0.01758794,genesis,control_exclude_external,full
mahapakh,10,segol,11,0.0138191,genesis,control_exclude_external,full
merkha,1,tipeha,630,0.26162791,genesis,control_exclude_external,full
merkha,2,zaqef_qatan,579,0.2404485,genesis,control_exclude_external,full
merkha,3,tevir,378,0.15697674,genesis,control_exclude_external,full
merkha,4,meteg,360,0.14950166,genesis,control_exclude_external,full
merkha,5,atnah,296,0.12292359,genesis,control_exclude_external,full
merkha,6,zaqef_gadol,87,0.03612957,genesis,control_exclude_external,full
merkha,7,qadma,33,0.01370432,genesis,control_exclude_external,full
merkha,8,revia,28,0.01162791,genesis,control_exclude_external,full
merkha,9,geresh,9,0.00373754,genesis,control_exclude_external,full
merkha,10,gershayim,4,0.00166113,genesis,control_exclude_external,full
merkha_kefula,1,darga,1,1.0,genesis,control_exclude_external,full
meteg,1,tipeha,937,0.34768089,genesis,control_exclude_external,full
meteg,2,merkha,748,0.27755102,genesis,control_exclude_external,full
meteg,3,meteg,230,0.08534323,genesis,control_exclude_external,full
meteg,4,atnah,150,0.05565863,genesis,control_exclude_external,full
meteg,5,zaqef_qatan,135,0.05009276,genesis,control_exclude_external,full
meteg,6,munah,116,0.04304267,genesis,control_exclude_external,full
meteg,7,pashta,93,0.03450835,genesis,control_exclude_external,full
meteg,8,mahapakh,88,0.03265306,genesis,control_exclude_external,full
meteg,9,revia,65,0.02411874,genesis,control_exclude_external,full
meteg,10,tevir,25,0.00927644,genesis,control_exclude_external,full
munah,1,pashta,735,0.305995,genesis,control_exclude_external,full
munah,2,tipeha,593,0.2468776,genesis,control_exclude_external,full
munah,3,meteg,377,0.15695254,genesis,control_exclude_external,full
munah,4,atnah,221,0.09200666,genesis,control_exclude_external,full
munah,5,zaqef_qatan,112,0.04662781,genesis,control_exclude_external,full
munah,6,munah,73,0.03039134,genesis,control_exclude_external,full
munah,7,yetiv,67,0.02789342,genesis,control_exclude_external,full
munah,8,geresh,61,0.0253955,genesis,control_exclude_external,full
munah,9,zinor,38,0.01582015,genesis,control_exclude_external,full
munah,10,gershayim,35,0.01457119,genesis,control_exclude_external,full
pashta,1,mahapakh,706,0.41504997,genesis,control_exclude_external,full
pashta,2,pashta,297,0.17460317,genesis,control_exclude_external,full
pashta,3,meteg,289,0.16990006,genesis,control_exclude_external,full
pashta,4,revia,187,0.10993533,genesis,control_exclude_external,full
pashta,5,atnah,121,0.07113463,genesis,control_exclude_external,full
pashta,6,zaqef_qatan,65,0.03821282,genesis,control_exclude_external,full
pashta,7,merkha,25,0.01469724,genesis,control_exclude_external,full
pashta,8,segol,6,0.00352734,genesis,control_exclude_external,full
pashta,9,zaqef_gadol,3,0.00176367,genesis,control_exclude_external,full
pashta,10,tipeha,1,0.00058789,genesis,control_exclude_external,full
pazer,1,meteg,17,0.5862069,genesis,control_exclude_external,full
pazer,2,munah,6,0.20689655,genesis,control_exclude_external,full
pazer,3,atnah,5,0.17241379,genesis,control_exclude_external,full
pazer,4,segol,1,0.03448276,genesis,control_exclude_external,full
qadma,1,meteg,165,0.36105033,genesis,control_exclude_external,full
qadma,2,telisha_qetana,92,0.20131291,genesis,control_exclude_external,full
qadma,3,atnah,69,0.15098468,genesis,control_exclude_external,full
qadma,4,revia,56,0.12253829,genesis,control_exclude_external,full
qadma,5,telisha_gedola,26,0.05689278,genesis,control_exclude_external,full
qadma,6,zaqef_qatan,18,0.03938731,genesis,control_exclude_external,full
qadma,7,segol,11,0.02407002,genesis,control_exclude_external,full
qadma,8,geresh,7,0.01531729,genesis,control_exclude_external,full
qadma,9,pashta,5,0.01094092,genesis,control_exclude_external,full
qadma,10,gershayim,4,0.00875274,genesis,control_exclude_external,full
revia,1,munah,312,0.51147541,genesis,control_exclude_external,full
revia,2,meteg,119,0.19508197,genesis,control_exclude_external,full
revia,3,geresh,83,0.13606557,genesis,control_exclude_external,full
revia,4,atnah,63,0.10327869,genesis,control_exclude_external,full
revia,5,segol,14,0.02295082,genesis,control_exclude_external,full
revia,6,zaqef_qatan,11,0.01803279,genesis,control_exclude_external,full
revia,7,gershayim,3,0.00491803,genesis,control_exclude_external,full
revia,8,zaqef_gadol,2,0.00327869,genesis,control_exclude_external,full
revia,9,pashta,2,0.00327869,genesis,control_exclude_external,full
revia,10,shalshelet,1,0.00163934,genesis,control_exclude_external,full
segol,1,munah,36,0.5,genesis,control_exclude_external,full
segol,2,zinor,28,0.38888889,genesis,control_exclude_external,full
segol,3,meteg,6,0.08333333,genesis,control_exclude_external,full
segol,4,zarqa,2,0.02777778,genesis,control_exclude_external,full
shalshelet,1,meteg,3,1.0,genesis,control_exclude_external,full
telisha_gedola,1,meteg,26,0.5,genesis,control_exclude_external,full
telisha_gedola,2,munah,9,0.17307692,genesis,control_exclude_external,full
telisha_gedola,3,atnah,6,0.11538462,genesis,control_exclude_external,full
telisha_gedola,4,pazer,4,0.07692308,genesis,control_exclude_external,full
telisha_gedola,5,zaqef_qatan,3,0.05769231,genesis,control_exclude_external,full
telisha_gedola,6,geresh,2,0.03846154,genesis,control_exclude_external,full
telisha_gedola,7,revia,1,0.01923077,genesis,control_exclude_external,full
telisha_gedola,8,segol,1,0.01923077,genesis,control_exclude_external,full
telisha_qetana,1,meteg,39,0.41935484,genesis,control_exclude_external,full
telisha_qetana,2,atnah,15,0.16129032,genesis,control_exclude_external,full
telisha_qetana,3,munah,13,0.13978495,genesis,control_exclude_external,full
telisha_qetana,4,pazer,12,0.12903226,genesis,control_exclude_external,full
telisha_qetana,5,revia,7,0.07526882,genesis,control_exclude_external,full
telisha_qetana,6,zaqef_qatan,4,0.04301075,genesis,control_exclude_external,full
telisha_qetana,7,segol,2,0.02150538,genesis,control_exclude_external,full
telisha_qetana,8,telisha_qetana,1,0.01075269,genesis,control_exclude_external,full
tevir,1,darga,212,0.34028892,genesis,control_exclude_external,full
tevir,2,merkha,160,0.25682183,genesis,control_exclude_external,full
tevir,3,zaqef_qatan,82,0.13162119,genesis,control_exclude_external,full
tevir,4,meteg,72,0.11556982,genesis,control_exclude_external,full
tevir,5,atnah,46,0.07383628,genesis,control_exclude_external,full
tevir,6,revia,39,0.06260032,genesis,control_exclude_external,full
tevir,7,zaqef_gadol,10,0.01605136,genesis,control_exclude_external,full
tevir,8,tevir,2,0.00321027,genesis,control_exclude_external,full
tipeha,1,merkha,1473,0.49612664,genesis,control_exclude_external,full
